Episode,Start Timecode,End Timecode,Speaker,Transcript,Notes
43,00:00:08.82,00:00:27.61,Hauptbootsmann Mahr,"Ja, heute ist jetzt wieder geplant. Handwaffenschiessausbildung und dadurch, dass ich gestern nicht da war, muss ich erst mal schauen, wie der Stand gerade ist, es hieß wohl dass die Gruppe ein bisschen hinterherhinkt im Vergleich zu den Anderen. Und deswegen will ich ziemlich zügig eigentlich loslegen und sehen, da ein bisschen was Aufzuarbeiten, rein zu arbeiten.",
43,00:00:27.79,00:00:43.87,Kevin-Jack Baumann,"Also ich muss jetzt einmal nachfragen, ob ich ein Telefonat durchführen darf zum Orthopäden. Ich frage ihn, ob ich meinen Termin verschieben oder absagen kann, wenn er denn sagt Ja, nee, geht nicht. Dann habe ich ein Problem, weil dann verpasse ich die Handwaffenschiessausbildung und damit müsste ich dann die AGA auch wiederholen.",
43,00:00:45.07,00:00:52.09,Marvin Baunach,"Die liegt ja so gut auf, dass man eigentlich keine Ahnung. Es fühlt sich an, als ob man einfach nur 12 Kilo schwerer ist und nicht irgendwie was man zusätzlich noch dran hat.",
43,00:00:52.90,00:01:03.16,Kevin-Jack Baumann,"Die machen das jetzt, die klären das jetzt und dann kriege ich nachher noch ne Antwort und dann ist alles in Ordnung. Hoffentlich. ",
43,00:01:03.16,00:01:05.53,Matrose Martin,Zack und los geht's.,
43,00:01:06.22,00:01:25.88,Hauptbootsmann Mahr,"Jetzt die Waffe so einstellen, dass das passt. Im Idealfall, dass sie quasi ohne die linke Hand arbeiten könnten. Vier Schlagwörter: jede Waffe eine Waffe, der Abzug Finger. Man muss. Wer sich diese vier Schlagwörter merkt, sollte eigentlich kein Problem haben, sich die Regeln rein zu kriegen.",
43,00:01:26.05,00:01:53.28,Hauptbootsmann Mahr,"Patrouillenstellung. Ganz einfach Ich schaue nach unten, wie es mein Fuß Gestellt, Füße Schulter breit auseinander, leichter Ausfallschritt ist gestattet, und ich bringe Druck auf die Waffe. Einfach nur rechte Hand an das Griffstück Druck auf die Waffe bringen. Es muss im Nacken wehtun vom Trageriemen richtig Spannung. Das ist die Patrouillenstellung. Mehr ist noch nicht.",
43,00:01:57.03,00:02:36.41,Hauptbootsmann Mahr,"Kontaktstelle. Waffe hochnehmen, jetzt Waffe abklappen, dabei in die Hocke gehen, Oberkörper nach vorne, Waffe hoch. Waffe entsichern. Das ist die Kontaktstelle. Ja, das tut weh so ne Weile zu stehen. Aber das ist so. Übung ende. Waffe sichern. Einsatzstellung. Patrouillentellung. Am Abzug. Abkrümmen. Waffe Entspannen. Hinten halten 21, 22 Fertig Kontrolle, Lade-Kontrolle, linke Hand an den Verschluss. Also es läuft erstaunlich besser als gedacht.",
43,00:02:36.66,00:02:45.20,Hauptbootsmann Mahr,"Also ich habe ja die Gruppe übernommen, wurde ja gesagt, die Hängen hinterher. Ja, sie hängt vielleicht ein bisschen hinterher, aber sie ist nicht so dramatisch, dass ich denke, dass wir Probleme kriegen, das zeitmäßig nicht zu schaffen.",
43,00:02:49.55,00:02:56.27,Daniel Wittwer,"Eigentlich sieht es ganz gut aus, finde ich. Es macht bis jetzt keiner Fehler.",
43,00:02:56.27,00:03:11.82,Hauptbootsmann Mahr,Magazin lösen das sogenannte Affengriff. Der Affengriff ist vom Prinzip her umgangssprachlich einfach nur das Lösen des Magazines des Alten und das Zuführen des Neuen mit einer Hand.,
43,00:03:16.16,00:03:25.16,Matrose Martin,"Ja, bisher soweit ganz gut, wir wissen jetzt wie wir die Magazine wechseln. Der Rücken ist definitiv jetzt schon ziemlich mitgenommen, weil wir alles in der Kontaktstelle machen.",
43,00:03:25.67,00:03:35.31,Lukas Keitel,"Der Ausbildungsteil heute macht um einiges mehr Spaß als der gestern. Ich finde, es ist zwar straffer und wir machen mehr und aber es macht auf jeden Fall mehr Spaß.",
43,00:03:35.90,00:03:42.32,Dominik Mönig,"Es war interessant. Es war geil, ist aber schwer, auch anstrengend. Alles in einem wunschlos glücklich Paket.",
