Episode,Start Timecode,End Timecode,Speaker,Transcript,Notes
49,00:00:07.50,00:00:23.85,Obermaat Scholwin,"Ja, Moin, heute auf der Standort Schießanlage P8 schießen. Mal gucken, wie weit wir mit den Übungen heute kommen. Wir sind aber guter Dinge und hoffen, dass wir heute alle durchkriegen, dass wir da morgen mit dem scharfen Schuss der G36 anfangen können.",
49,00:00:24.75,00:00:32.13,Oberbootsmann Quenzel,Wir befinden uns hier auf der Standort Schiessanlage in Parow. Die Besonderheit Das erste Mal scharfer Schuss. Man kann es nicht unbedingt mit dem AGSHP vergleichen.,
49,00:00:34.59,00:00:46.87,Lukas Keitel,"Scharfe Waffen. Natürlich hat mir da erst mal ein ungutes Gefühl im Magen. Aber wir haben das die ganzen Trockenübungen und den Simulator jetzt schon so oft gemacht, dass ich da glaube, dass das alle einigermaßen draufhaben.",
49,00:00:47.02,00:00:57.83,Hauptbootsmann Peterson,"Wir klippen schon mal die Magazine vor, damit das bei uns nachher nicht so lange dauert, weil die ja, weil wir die eigentlich sonst immer verausgaben und so weiter. Aber so ein bisschen Zeitersparnis für uns ist, das die Schützen nachher gleich schon mal, dann Magazine, dabei haben.",
49,00:00:58.83,00:01:18.45,Oberbootsmann Quenzel,"Ein schuldhafte Verstoß gegen die Vorschriften und Befehle, insbesondere auch falsches Anzeigen, Ansagen oder Eintragen in die Unterlagen sowie das Aneignen von Munition und Munitionsteilen kann bei Eintritt einer schwerwiegenden Folge als Ungehorsam oder als unwahre dienstliche Meldung das Fälschen der Schießklatte als Urkundenfälschung mit Freiheitsstrafe geahndet werden.",
49,00:01:19.50,00:01:42.11,Hauptbootsmann Mahr,"Unauffällig folgen auf Linie 5! Also. Oberbootsmann Müller wird gleiche Übung vorschießen. Wichtig dabei wieder Schießtechnik nachhalten, Schussabgabe Finger hinten halten 21 22 Gedanklich mitfühlen Finger lösen Feuer.",
49,00:01:49.14,00:01:56.45,Hauptbootsmann Mahr,Übungsende. ,
49,00:01:56.45,00:02:13.71,Oberbootsmann Müller,"Abkleben. Damit wir bei den nächsten Schützen die Treffer sehen. Wenn jetzt fünf Mann geschossen haben, aber irgendwann mal 25 Einschusslöcher und beim sechsten Rennen kann man dann nicht mal nachvollziehen, wo der getroffen? Hat er da getroffen? Hat der da getroffen? Hat der da getroffen?",
49,00:02:14.07,00:02:27.27,Oberbootsmann Müller,"Das heißt, die Schießausbilder gehen mit vor, Schauen sich das Trefferbild an, geben vielleicht noch paar Tipps und werten das Bild aus mit den Rekruten zusammen, die Rekruten kleben dann ab und dann bestanden oder nicht bestanden und gut ist.",
49,00:02:27.63,00:02:37.76,Matrosin Schang,"Ja, das erste Mal scharf schießen. Also ich gebe echt zu. Ich bin nervös. Bin mal gespannt, Aber ich habe mir auch nicht vorgestellt, dass ich gerade im ersten Rennen bin. Also wird spannend.",
49,00:02:38.19,00:02:44.28,Oberbootsmann Sowa,"Mit der richtigen Patrone drin, da wird ein schon ein bisschen anders, sag ich mal so im Schießkino ist alles gut, da kann nichts passieren.",
49,00:02:44.76,00:02:46.56,Oberbootsmann Quenzel,15 Schuss ordnungsgemäß übergeben.,
49,00:02:46.92,00:02:48.63,Anna-Lena Drafke,15 Schuss ordnungsgemäß übernommen.,
49,00:02:53.07,00:02:55.17,Obermaat Scholwin,Bahn eins klar zum Gefecht.,
49,00:02:57.20,00:03:21.06,Obermaat Scholwin,"Feuer. Feuer. Charlie und Delta bestanden, Alpha auch bestanden, beim nachschießen Bravo auch bestanden abkleben, da ist Kleber.",
49,00:03:21.06,00:03:32.68,Anna-Lena Drafke,"Auf 10 Meter geht auf zwo.. äh 5 Meter. Naja, muss man halt ein spezielle Kästchen treffen und ich finde das halt ein bisschen schwer. Aber ja, es ist machbar. ",
49,00:03:32.68,00:03:49.44,Lukas Keitel,"Daheim, also wir essen nur so also das gibt's in ganz verschiedenen Farben bei uns jeder, jede seine Lieblingsfarbe. Aber. Sie sitzt bei uns daheim auf einer schwedischen Einrichtungsketten gibt es, gibt es auch gibt's die in 10er Packs für die ganze Familie in groß, klein, bunt.",
49,00:03:51.97,00:03:54.25,Sebastian Arendt,Also Geländeverpflegung ist immer die Beste.,
49,00:03:56.31,00:03:58.00,Jerome Demelius,"Oh, hier ist aber viel Platz für mich.",
