Episode,Start Timecode,End Timecode,Speaker,Transcript,Notes
05,00:00:12.01,00:00:21.05,Hauptbootsmann Loose,"Ja moin, heute fangen wir erstmal an, noch ein bisschen die jungen Kameraden ein bisschen orientieren, Vorbereitung, Spindbau, Bockbau.",
05,00:00:21.05,00:00:29.12,Hauptgefreiter Bakali,"Die Tür bleibt immer noch offen hier, die wird nicht verschlossen. Verstanden? Hier auch. Die Stubentür wird nicht zugemacht, die bleibt immer offen.",
05,00:00:30.12,00:00:42.19,Hauptgefreiter Bakali,"Wenn ne Stubentür zu ist, heißt es meist entweder ist ein Kamerad krank oder krank auf Koje oder sonst etc. Oder wenn die zu ist, hört man das ja meist nicht, wenn ein Ausbilder oder sonst etc jemanden ruft.",
05,00:00:42.20,00:00:46.16,Hauptbootsmann Loose,Und jetzt alle vor Ihren Stuben angetreten.,
05,00:00:46.16,00:00:47.00,Patrick Döring,Kommst du?,
05,00:00:50.12,00:00:58.19,Oberbootsmann Sowa,"Kleiderbügel. Die verausgaben wir jetzt, damit die Kameraden ihren Spind vernüftig einräumen können, weil die brauchen einen Flecktarn, ein für BGA und einen für erste Garnitur.",
05,00:00:58.19,00:01:01.07,Oberbootsmann Knoll,"So die ersten drei. So, und den nächsten drei rein.",
05,00:01:03.08,00:01:07.21,Dominik Mönig,"3 Für alle, muss reichen. Muss, mehr geben Sie nicht raus. ",
05,00:01:08.10,00:01:24.08,Stabs­gefreiter Neubert,"Ich möchte, dass die Mülleimer geleert sind. Genauso wie ich möchte, dass die Böcke vernünftig gebaut sind. Wir werden uns die Böcke jetzt auch mal anschauen, werden Tipps geben und allerspätestens ab nächste Woche wird scharf geschossen. Wenn die Böcke da nicht in Ordnung sind, dann werden sie schon sehen, was uns nicht gefällt.",
05,00:01:25.18,00:01:42.11,Nathan Palme,"Am Bock bauen ist wichtig, hier diese Kante, wird im 90 Grad Winkel, sieht man auch hier daran, dass hier so ein bisschen Luft noch dazwischen ist, dass das Ende der Fließdecke hier mit dieser Bunddecke gleich liegt dann auch, dass keine Decke hier über die Fliese hängt, auch nicht das Kissen.",
05,00:01:42.11,00:01:50.11,Stabs­gefreiter Neubert,"Also der Bock ist ein Disaster. Als erstes ist das Bettlaken nicht top gerade gezogen. Dann gibt es hier hinten keine Beule. Man kann die Decke so falten, dass das einfach ein eins A plus Paket ist, wenn man es will.",
05,00:01:50.12,00:01:54.13,Unbekannte Rekrutin,"Wenn man das wirklich so ordentlich machen soll, wie die das wollen und man sich auch noch selber fertig machen muss, reicht das glaube ich nicht.",
05,00:01:55.09,00:02:03.11,Stabs­gefreiter Neubert,"Das ist immer wie äh Rekruten das selbst ermitteln. Ich hab zu meiner Stecknadel reingesteckt, damit das nicht verrückt. ",
05,00:02:05.01,00:02:08.21,Oberbootsmann Sowa,Wollen Sie wegfliegen? Machen Sie mal die Arme nen bisschen tiefer.,
05,00:02:08.21,00:02:15.00,Oberbootsmann Knoll,"Wir werden jetzt die Spinde einräumen. Wir fangen leicht an. Packen Sie das Sport-Paket. Zeitansatz, 5 Minuten. ",
05,00:02:16.20,00:02:18.22,Marcel Figule,Und vom Platz her dann hier alle DIN-A4-Seiten. ,
05,00:02:18.22,00:02:20.22,Marvin Baunach,"Ich bin grade noch am überlegen, wie das alles war.",
05,00:02:21.16,00:02:21.20,Leon von Garrel,Barucht ihr Hilfe?,
05,00:02:21.20,00:02:22.01,Marcel Figule,Ja! ,
05,00:02:22.01,00:02:29.16,Leon von Garrel,"Beide kurzen Hosen zusammenlegen, oben drauf. Badehose oben drauf. T-Shirt zusammenlegen, oben drauf. Irgendjemand muss auch zu sagen haben und wenn man es schon fertig hat, kann man den Kameraden ja helfen.",
05,00:02:29.18,00:02:34.04,Stabs­gefreiter Neubert,Als nächstes Paket Flecktarn. Ansatz 8 Minuten.,
05,00:02:34.05,00:02:43.13,Patrick Döring,"Ich sage jetzt nichts mehr dazu. Ich muss bloß gucken, dass ich pünktlich draußen stehe. Das war ein kurzes T-Shirt, ein langes T-Shirt, oder? Dann kommt die Feldbluse, dann kommt die Feldjacke mit der Kapuze hinten drauf.",
05,00:02:43.16,00:02:53.24,Dominik Mönig,"Der hat das vorhin alles hintereinander weg erzählt mit Flecktarn und BGA und das allem, dann jetzt die richtige Reihenfolge finden. Das ist jetzt die Frage, wie es noch mal war.",
05,00:02:56.05,00:03:01.13,Oberbootsmann Knoll,Jetzt all spitze. Jetzt die Sachen an. Jetzt in den Kapfrucksack. Reinkommen.,
05,00:03:02.13,00:03:07.22,Dominik Mönig,"Nässe- und Kälteschutz. Klappsparten, auch mit darein. Wir gehen gleich noch mal durch, ja, wir haben fünf Minuten Zeit. Helm erst mal gar nicht.",
05,00:03:08.01,00:03:13.05,Patrick Döring,Vergesst den Schlafsack bitte nicht und alle Handschuhe in die unterste Schublade. ,
05,00:03:13.05,00:03:14.13,Unbekannter Rekrut,Vom Helm hat noch niemand was gesagt?,
05,00:03:14.15,00:03:16.11,Patrick Döring,"Nein, nur das, was ich sage.",
05,00:03:16.18,00:03:20.05,Dominik Mönig,Essensbesteck auch mit darein. ,
05,00:03:20.07,00:03:21.18,Patrick Döring,"Klappspaten, Klappspatentasche.",
05,00:03:21.18,00:03:22.04,Leon von Garrel,Nähzeug.,
05,00:03:22.08,00:03:23.21,Patrick Döring,Habt ihr alle das Nähzeug eingepackt?,
05,00:03:24.14,00:03:27.09,Marcel Figule,"Wenn was fehlt, dann fehlt es halt und ich krieg nen Arschtritt dafür.",
05,00:03:28.07,00:03:34.14,Leon von Garrel,"Mein Spind ist so ungefähr zur Hälfte eingeräumt, war ein bisschen hektisch und ich konnt mich nicht mehr an alles erinnern, wo was hingehört. Es war nicht so toll,ja mal gucken.",
05,00:03:34.19,00:03:50.16,Julia Weißhuhn,"Ich bin grad überfordert. Hab den Spind jetzt fertig gemacht, Vorzelt zusammengepackt, Stiefel und Boardschuhe, Strumpffach, Handschuhe, Gürtel und so weiter. Das einzuräumen war mega stressig, aber wir haben es eigentlich doch ganz gut hinbekommen.",
05,00:03:50.23,00:04:07.16,Hauptbootsmann Loose,"Die Rekruten haben heute erfahren, wie sie den Spind zu bauen haben und angefangen. Natürlich ist das Ganze auch in einem gewissen Chaos geendet, wie es immer ist. Jeder hat drei Taschen, einen Rucksack voll mit Material und bei sechs Mann auf der Stube kann man sich vorstellen, wie das dann aussieht. Das Ziel ist es, dass man in zwei Wochen endlich einen ordentlichen Spind haben.",
05,00:04:07.20,00:04:19.03,Marcel Figule,"Jetzt wird es schon langsam spannender, schon besser, schon viel mehr Befehle zu befolgen. Einfach und wenn es heißt rauskommen, dann sind wir draußen. Ich bin mal gespannt, wie es jetzt die Tage weitergeht. Auf jeden Fall.",
05,00:04:19.09,00:04:23.05,Stabs­gefreiter Neubert,"Aufgeben könnt ihr bei der Post morgen einschalten, ..",
05,00:04:23.05,00:04:24.22,Kameramann,"Noch mal, noch mal. Noch mal. Jetzt.",
05,00:04:24.22,00:04:27.09,Stabs­gefreiter Neubert,Aufgeben könnt ihr bei der Post. Morgen wieder einschalten. Die Rekruten.,
