Episode,Start Timecode,End Timecode,Speaker,Transcript,Notes
24,00:00:11.64,00:00:27.63,Hauptbootsmann Mahr,"Was jetzt ansteht heute Nachmittag Sport, Einheit oder besser gesagt Military Fitness ein paar Übungen stattfinden zur Teambildung, Teamgeist sollen Gruppen ein bisschen arbeiten und dabei ein bisschen körperlich rangenommen werden, ein bisschen robust werden, so in grün, ein bisschen bespaßt und beschäftigt..",
24,00:00:31.73,00:00:36.58,Matrose Martin,Das ist zu schwer Alter. Das ganze scheiß Gepäck. Und dann auch noch bei der Geschwindigkeit.,
24,00:00:36.58,00:00:49.05,Hauptbootsmann Mahr,"Wie kann es denn so schwer sein, einfach mal die paar Meter von der Inspektion bis hier hoch ne vernünftige Formation zu halten und zwar so, dass keiner joggen muss! Werdet endlich Kameraden, bei sowas fängt das an. Ein Teil der Erwärmung ist klar. Haben Sie jetzt selbst dafür gesorgt.",
24,00:00:49.05,00:00:49.30,Jerome Demelius,Aufbau Training.,
24,00:00:49.30,00:00:49.93,Marcel Figule,Zieht ordentlich.,
24,00:00:49.93,00:00:49.93,Jerome Demelius,Noch ist alles fit.,
24,00:00:49.93,00:00:52.42,Hauptbootsmann Mahr,und Füßen nach oben bewegen.,
24,00:00:52.42,00:01:08.98,Marvin Baunach,"Ich bin einfach nur fertig, fühle mich nicht so gut. Kopfschmerzen, Schnupfen und heut Nacht hatte ich auch Fieber, glaube ich.",
24,00:01:08.98,00:01:30.37,Hauptbootsmann Mahr,"Ziel der jetzigen Einheit ist, dass sie zusammenarbeiten im Team quasi. Einer auf den Bauch legen. Wir sind immer noch bei Liegestützen, sie im rechten Winkel so schön auf die Schultern, der nächste genauso. Rest, Prinzip erkannt? Ausgangsposition, jede Gruppe einigt sich etwa auf einen, der das Kommando hat, sie müssen als Gruppe arbeiten.",
24,00:01:30.37,00:01:44.68,Patrick Döring,Wie soll ich denn jetzt hier Liegestütze machen.,
24,00:01:44.75,00:01:46.87,Dominik Mönig,Macht Spaß aber geht in die Pille.,
24,00:01:46.87,00:01:47.61,Jerome Demelius,"Gucken, was jetzt kommt.",
24,00:01:47.61,00:02:00.92,Hauptbootsmann Mahr,So jetzt alle Ausgangspositionen Unterarmstütz. Alle hoch mit den Körper.,
24,00:02:13.83,00:02:15.57,Hauptbootsmann Mahr,Ausgangsposition.,
24,00:02:15.57,00:02:16.70,Patrick Döring,Wie denn nun?,
24,00:02:16.70,00:02:20.43,Hauptbootsmann Mahr,"Eine Reihe, richtig dicht bei dicht! Richtig miteinander kuscheln jetzt.",
24,00:02:21.00,00:02:22.98,Dominik Mönig,Ist das hier die Bobfahrt?,
24,00:02:22.98,00:02:30.87,Hauptbootsmann Mahr,"Ruhe. Es wird hinten nicht einfach weggeschmissen. Arme Hoch, alles gut.",
24,00:02:32.08,00:02:36.82,Patrick Döring,Jetzt kommt nen Fliegengewicht!,
24,00:02:36.82,00:02:36.82,Marvin Baunach,"Ich hab nen Arsch im Gesicht, ahhh!",
24,00:02:45.07,00:02:47.03,Patrick Döring,Es gibt ein Schwergewicht. Bereit? Achtung!,
24,00:02:49.99,00:02:52.72,Patrick Döring,Oh Scheiße!,
24,00:02:58.98,00:03:01.78,Patrick Döring,Schon geil.,
24,00:03:01.78,00:03:02.93,Marvin Baunach,Oh das tut mir so leid jetzt.,
24,00:03:06.09,00:03:14.65,Daniel Wittwer,Ich komme! Oh oh.,
24,00:03:14.65,00:03:18.40,Jerome Demelius,"Ich klemm mir alles ab hier, ich krieg keine Kinder mehr. Orrr.",
24,00:03:18.40,00:03:20.08,Marcel Figule,"Hier, kriegt keiner mehr Kinder.",
24,00:03:20.08,00:03:23.74,Hauptbootsmann Mahr,"Das hat mir in der anderen Gruppe eben besser gefallen, muss ich so sagen.",
24,00:03:23.74,00:03:24.59,Unbekannter Rekrut,Die haben auch die ganzen Schwergewichte.,
24,00:03:24.59,00:03:36.73,Hauptbootsmann Mahr,"Hat damit überhaupt nichts zu tun. Ausgangsposition Gruppe im Sit ups. Umso dichter sie sitzen, umso leichter wird das. Ich will jetzt endlich ein Team sehen hier. Das klappt hier gar nicht.",
24,00:03:39.46,00:03:42.27,Dominik Mönig,Die letzten!,
24,00:03:45.67,00:04:08.79,Hauptbootsmann Mahr,Ausgangsposition Liegestütze. 1. Übung Ende. Gepäck aufnehmen und wieder antreten. Ziemlich zügig.,
24,00:04:08.79,00:04:08.79,Unbekannter Rekrut,Trinkchance?,
24,00:04:08.79,00:04:12.28,Hauptbootsmann Mahr,Wer es schafft dabei was zu trinken? Ja. Also ziemlich zügig.,
24,00:04:12.28,00:04:21.56,Jerome Demelius,"Kurz Gucken, ob das überhaupt meine ist. Ja, sieht nach meiner aus. Und jetzt gleich geht's. Weiß ich nicht. Vielleicht zurück. Vielleicht haben sie noch irgendwas anderes für uns geplant.",
24,00:04:21.59,00:04:22.42,Kameramann,Wie wäre es mit Singen?,
24,00:04:22.42,00:04:33.85,Jerome Demelius,"Singen. Singen wäre gut, singen ist lustig. Haben wir gestern schon gemacht. Mama, Mama, schau dir an, was der Bund mir angetan. Früher fuhr ich einen Golf. Heute laufe ich mir nen Wolf.",
24,00:04:33.85,00:04:50.47,Dominik Mönig,"War gut, aber mich haben sie geschafft damit. Sag ich ganz ehrlich. Ich kann zwar noch, aber das schlaucht ungemein. Auf jeden Fall gerade die Kameraden durchgeben und alles viel Teamarbeit machen. Also keine Alleingänge oder sonst alles, weil dann bist du verloren. Und das alles im Team muss auf jeden Fall arbeiten und da ist schon sehr, sehr wichtig.",
24,00:04:54.08,00:05:01.59,Hauptbootsmann Mahr,"Lücken schließen. Ich sing vor, sie singen nach. Verstanden?",
24,00:05:01.65,00:05:02.92,Alle,Jawohl.,
24,00:05:02.92,00:05:22.76,Hauptbootsmann Mahr,"Das sind um die 60 Leute soll sich schneidig anhören, es singt jeder mit. Irgendwo im fremden Land ziehen wir bei Stein und Sand. Fern von zu Haus und vogelfrei. Hundert Mann und ich bin dabei.",
24,00:05:22.86,00:05:35.95,Hauptbootsmann Mahr,"Sie merken einige sind unterfordert, einige sind überfordert. Ich sag nochmal: Der Zug ist nur so gut wie das schwächste Glied, ein Zug, eine Bewegung. Werdet endlich ein Team.",
24,00:05:35.95,00:05:38.29,Matrose Martin,"So, kommt mal alle ins Bild.",
24,00:05:38.29,00:05:39.14,Daniel Wittwer,Guten Abend.,
24,00:05:39.14,00:05:40.13,Jerome Demelius,So Leute was geht.,
24,00:05:40.14,00:05:40.88,Matrose Martin,Wir sind fertig.,
24,00:05:40.88,00:05:43.37,Jerome Demelius,"Wir sind komplett fertig, wir waren gerade wo waren wir? ",
24,00:05:43.37,00:05:44.45,Matrose Martin,Fitness von und mit ,
24,00:05:44.45,00:05:45.38,Daniel Wittwer,Hauptbootsmann Mahr,
24,00:05:45.38,00:05:47.06,Jerome Demelius,und ganz viel laufen. Seht ihr hier,
24,00:05:47.06,00:05:48.77,Daniel Wittwer,und Liegestütze,
24,00:05:48.77,00:05:49.40,Matrose Martin,Teambuilding,
24,00:05:49.40,00:05:50.78,Jerome Demelius,Du bist auch gut nass.,
24,00:05:50.78,00:05:52.63,Matrose Martin,Alter ich bin von oben bis unten nass. Bis auf den Schlüpper.,
24,00:05:52.63,00:05:53.57,Daniel Wittwer,"Joar, ein bisschen.",
24,00:05:53.57,00:05:58.28,Jerome Demelius,"Leute, wenn ihr weiter so schweißtreibend Aktion sehen wollt, dann bleibt dabei. Geht zum nächsten Video und. ",
24,00:05:58.28,00:06:00.86,Matrose Martin,"Facebook, Instagram. Teilt es, sagt es weiter,",
24,00:06:00.86,00:06:02.30,Jerome Demelius,Erzählts eurer Mutti,
24,00:06:02.30,00:06:03.30,Matrose Martin,genau eurer Oma,
24,00:06:03.30,00:06:03.86,Daniel Wittwer,Seid dabei,
24,00:06:03.86,00:06:05.90,Matrose Martin,"eben hautnah, live, jeden Tag.",
