Episode,Start Timecode,End Timecode,Speaker,Transcript,Notes
Hometour,00:00:15.61,00:00:44.99,Nathan Palme,"Hey, ich bin Nathan, ich bin 19 Jahre alt, komme aus Bremen. Für Familie mache ich einfach wirklich komplett alles. Ein mein Vater dann noch meine Mutter, das ist die viert kleinste. Das ist einmal meine ganz kleine Schwester und dann noch einmal die Schwester, die Große. Was mich an der Bundeswehr reizt, die Kameradschaftlichkeit. Und Zusammenhalt, die Disziplin untereinander, einfach mich selber zu sehen, wie ich an mein Limit komme. Wie findet ihr das jetzt so, dass ich jetzt zur Bundeswehr gehe?",
Hometour,00:00:45.02,00:00:49.56,Simira Palme,"Eigentlich find ich es gut, dann machst du das, was du gerne machst. Oh.",
Hometour,00:00:49.83,00:00:52.19,Lilith Palme,"Dann hab ich niemanden mehr, der mir alles befehlen möchte.",
Hometour,00:00:52.22,00:01:03.59,Nathan Palme,"Am meisten habe ich Angst, dass ich bei irgendeinem Test, dass ich halt allgemein irgendetwas falsch mache. Ich bin halt dein einziger Bruder. Also du hast dann nur noch deine Schwestern da.",
Hometour,00:01:05.96,00:01:19.10,Nathan Palme,"Die Stiefel bei der Bundeswehr, die sind ja, Blasen anfällig, da habe ich mir dann selber so welche Sohlen geholt. Die Nervosität, die steigt halt konstant. Wie findet ihr das eigentlich so, dass ich jetzt zur Bundeswehr gehe?",
Hometour,00:01:19.28,00:01:25.23,Josephine Palme,"Sehr traurig, aber es ist gut für dich und wir haben ja gesehen, was in den nächsten Wochen und Monaten auf uns zukommt.",
Hometour,00:01:25.25,00:01:37.52,Jens Palme,"Auf dem einen Auge äh weinen wir, auf der anderen Seite denken wir, dass es das Beste ist für dich. Die Bundeswehr ist eine gute Einrichtung. Die passen auf dich auf, die Formen dich und du wirst eine Menge Spaß haben.",
Hometour,00:01:37.64,00:01:39.56,Nathan Palme,Aber jetzt ist euer Spaßvogel ja weg. ,
Hometour,00:01:42.29,00:01:45.98,Josephine Palme,"Mein Tröster ist dann erst mal weg, aber ich kann dich jederzeit anrufen.",
Hometour,00:01:46.49,00:01:51.65,Nathan Palme,"Ich bin hier mit meinem besten Kumpel Tim. Wir sind hier gerade bei der Feuerwehr, meinem großen Hobby.",
Hometour,00:01:59.13,00:02:05.20,Jens Palme,"Hier ist deine Tasche. Na dann mach's gut. Melde dich, wenn ihr da seid.",
Hometour,00:02:08.53,00:02:12.68,Josephine Palme,"Schön aufpassen mit den zwei Wochen, ne. Pass auch gut auf deine Gesundheit auf.",
Hometour,00:02:50.19,00:02:56.88,Nathan Palme,Euch hat meine Geschichte gefallen. Dann folgt uns hier auf YouTube die Rekruten am 1. November.,
