Episode,Start Timecode,End Timecode,Speaker,Transcript,Notes
20,00:00:12.06,00:00:17.16,Hauptbootsmann Mahr,"Und wir werden jetzt anfangen mit den Basics gebückt laufen, gleiten, kriechen und und und.",
20,00:00:25.21,00:00:29.09,Jerome Demelius,Dat ist auf jeden Fall mal wat anderes als trockener Theorie-Unterricht. ,
20,00:00:29.19,00:00:32.21,Dominik Mönig,"Ist alles noch ganz gut. Ich meine, heute haben wir echt Glück gehabt mit dem Wetter und das alles. ",
20,00:00:33.05,00:00:38.06,Hauptbootsmann Mahr,"Und nach gebückter Haltung, gebückte Haltung auch zügig und dann gleiten. Mehr will ich da gar nicht großartig draus machen.",
20,00:00:38.10,00:00:40.02,Dominik Mönig,So richtig Schwitzen werden wir heute nicht.,
20,00:00:40.04,00:00:56.13,Hauptbootsmann Mahr,"Gut, jetzt erst mal loslegen. Sicherungsasarten im Gelände vom leichten zum Schweren. Das heißt das Leichte ist quasi ganz normales Gehen.",
20,00:01:02.00,00:01:37.03,Hauptbootsmann Mahr,"So nächste Übung mit der Waffe im Anschlag. Hoch mit der Waffe! Wenn Sie Deckung hören, gehen sie natürlich auch in Deckung, wie sie das aus vernünftig ablege, klein und hässlich machen. Also, wenn irgendwo ne Mine explodiert, wenn ein Geschoss einschlägt und und und. Zwote Gruppe Deckung. Passen Sie auf, dass Sie sich die Füße gegenseitig ins Gesicht hauen.",
20,00:01:37.10,00:01:40.04,Patrick Döring,"Ich hab nen Fuß ins Gesicht bekomme, ich habe die Schnauze voll ey.",
20,00:01:42.02,00:01:43.24,Alle,"Ja geschafft! Oh, super super. ",
20,00:01:45.24,00:01:48.15,Marvin Baunach,Mein Knie tut weh vom Wochenende und ich habe nen bisschen Rückenschmerzen.,
20,00:01:48.15,00:01:52.01,Hauptbootsmann Mahr,"Tut weh ja, aber das ist normal. Wenn man jetzt mal kennenlernen soll, dass das nichts Schlimmes ist.",
20,00:01:52.05,00:01:54.02,Dominik Mönig,Schon anstrengend sag ich. Auf jeden Fall. Also. ,
20,00:01:55.05,00:02:00.00,Marcel Figule,"Beim zweiten Mal schlaucht richtig, ey. Wenn jetzt noch ein drittes Mal. Ich glaube, da muss ich kotzen.",
20,00:02:00.03,00:02:01.15,Hauptbootsmann Mahr,Und jetzt einfach mit der Waffe.,
20,00:02:12.04,00:02:12.19,Jerome Demelius,"Rechts, vor links.",
20,00:02:14.09,00:02:26.13,Hauptbootsmann Mahr,"Wer quatschen kann, hat noch Luft. Brust auf meiner Höhe, meiner Höhe. Los jetzt. Jetzt wird nicht gekniffen. ",
20,00:02:27.17,00:02:31.16,Jerome Demelius,Ahh ja geht auf die Pumpe nen bisschen. Sieht leichter aus als es ist.,
20,00:02:34.11,00:02:39.00,Hauptbootsmann Mahr,"Los, ein Meter noch, ein Meter noch. Das war's noch nicht. Los einen Meter noch los.",
20,00:02:39.04,00:02:40.14,Anna-Lena Drafke,Ahhhhh.,
20,00:02:40.20,00:02:42.01,Leon von Garrel,Super!,
20,00:02:42.13,00:02:48.09,Hauptbootsmann Mahr,Ihre Waffe. ,
20,00:02:48.11,00:02:53.16,Leon von Garrel,Scheiß Raucher-Lunge. Hab schon Gas gegeben. Also was. Das ist schon heftig ja.,
